'L眶内缘点', 'L眶外缘点', 'L眶下缘点', 'L眶上中点', 'L下颌角点', 'L下犬齿齿槽缘点', 'L第一上磨牙点', 'L第一下磨牙点', 'L尖牙窝点', 'L下颌支中部后点', 'L颧点', 'L颞额颧点', 'L第二上磨牙点', 'L第二下磨牙点', 'L下颌缘中点', 'L颏孔点', 'L上切牙点', 'L上犬齿齿槽缘点', 'L下颌小舌点', 'L颧弓点', 'L颧眶点', 'L下鼻根点', 'L鼻甲嵴点', 'L颧颌点', 'R眶内缘点', 'R眶外缘点', 'R眶下缘点', 'R眶上中点', 'R下颌角点', 'R下犬齿齿槽缘点', 'R第一上磨牙点', 'R第一下磨牙点', 'R尖牙窝点', 'R下颌支中部后点', 'R颧点', 'R颞额颧点', 'R第二上磨牙点', 'R第二下磨牙点', 'R下颌缘中点', 'R颏孔点', 'R上切牙点', 'R上犬齿齿槽缘点', 'R下颌小舌点', 'R颧弓点', 'R颧眶点', 'R下鼻根点', 'R鼻甲嵴点', 'R颧颌点', '鼻骨末端点', '下齿槽点', '鼻中点', '上齿槽前缘点', '眉间点', '鼻棘下点', '鼻根点',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.045,-141.735,30.225,136.085,-132.155,30.48,116.24,-140.225,13.03,116.015,-145.495,47.925,140.27,-81.85,-41.065,103.795,-141.235,-49.49,116.465,-124.045,-25.63,116.575,-120.605,-40.97,102.38,-141.995,-17.975,141.76,-80.035,-16.99,144.505,-116.35,19.295,139.63,-129.87,40.63,117.765,-115.22,-20.925,120.035,-111.125,-34.595,121.775,-119.75,-68.61,115.385,-128.21,-62.26,91.615,-152.62,-37.135,106.45,-143.99,-28.89,140.345,-86.435,-16.025,150.945,-89.855,10.81,136.25,-134.92,11.07,91.105,-147.58,37.105,96.955,-152.985,9.155,136.53,-124.32,-4.71,77.745,-142.825,30.685,37.45,-131.82,30.22,58.475,-142.8,13.27,58.02,-146.11,47.695,37.8,-78.74,-40.815,73.985,-141.63,-50.395,58.3,-123.82,-26.96,60.32,-120.2,-41.69,71.16,-141.845,-16.49,36.265,-77.2,-17.005,30.035,-117.78,19.18,34.92,-130.535,40.215,56.29,-115.005,-22.29,56.115,-111.02,-37.05,55.095,-118.79,-68.635,62.91,-128.255,-62.565,82.83,-152.18,-37.73,67.58,-144.045,-28.91,37.415,-86.515,-20.09,23.885,-93.135,11.695,37.755,-134.49,12.18,82.77,-148.285,36.965,77.035,-153.255,10.02,39.865,-123.765,-5.49,86.99,-157.055,17.085,87.99,-145.995,-49.17,86.86,-151.09,27.89,86.855,-150.765,-31.56,86.57,-153.16,52.445,86.555,-147.7,-17.59,86.975,-149.605,39.43
93.73,-136.88,37.375,134.395,-130.855,37.57,114.695,-137.66,19.53,114.205,-139.74,55.74,135.88,-80.235,-40.05,98.32,-144.4,-33.07,114.775,-126.565,-12.82,112.94,-125.05,-30.79,100.375,-141.85,-3.625,138.005,-78.555,-14.6,146.465,-114.12,26.77,137.05,-126.55,48.13,116.11,-116.465,-11.06,117.695,-114.79,-26.715,117.86,-120.21,-50.38,108.93,-132.575,-41.79,88.255,-156.59,-19.375,102.65,-146.27,-11.645,136.9,-91.39,-12.055,155.63,-89.925,18.06,134.45,-133.83,18.31,90.585,-141.965,47.165,96.375,-148.97,17.35,132.525,-127.65,3.485,77.685,-137.165,37.385,37.97,-125.84,37.315,57.55,-135.155,19.63,57.47,-137.82,55.84,37.175,-77.615,-40.325,71.155,-144.21,-33.225,57.73,-124.65,-10.245,56.52,-124.36,-30.255,71.1,-140.86,-3.525,34.685,-73.84,-15.575,26.11,-106.38,24.565,34.79,-121.76,49.425,55.715,-115.155,-9.925,52.375,-113.585,-27.295,52.755,-118.92,-51.92,60.29,-130.975,-42.89,79.44,-156.32,-19.63,68.925,-146.085,-11.14,34.24,-85.08,-13.78,18.515,-86.8,18.135,38.055,-129.02,18.14,79.79,-140.62,46.365,76.255,-148.52,17.48,41.32,-123.38,3.795,86.51,-156.62,25.47,85.05,-147.845,-31.305,85.86,-146.46,36.305,84.315,-151.76,-14.34,85.655,-144.78,61.855,85.815,-148.065,-7.125,85.675,-142.835,48.61
96.1,-144.94,38.12,137.545,-137.505,38.31,116.735,-143.89,20.29,116.66,-147.93,57.465,135.15,-82.71,-32.555,103.245,-140.76,-41.68,118.31,-125.26,-16.77,117.24,-119.26,-33.45,102.595,-142.86,-9.14,139.69,-83.465,-9.975,146.445,-120.715,21.39,140.645,-135.47,46.375,121.495,-117.49,-12.14,121.145,-110.07,-27.39,117.835,-117.355,-54.825,110.805,-127.945,-47.865,92.345,-152.915,-28.205,107.225,-144.875,-19.205,138.965,-90.71,-9.99,154.57,-97.935,17.13,137.395,-135.255,17.27,92.155,-149.34,43.335,94.7,-155.02,12.115,135.285,-129.87,1.42,80.025,-144.68,38.615,37.985,-135.465,38.08,59.725,-142.635,20.23,58.905,-146.995,56.74,42.485,-81.715,-31.865,73.4,-141.98,-39.57,59.28,-124.79,-15.89,59.405,-121.38,-30.835,72.815,-142.185,-8.8,39.61,-81.68,-9.815,30.17,-119.07,22.28,35.575,-133.945,47.035,55.845,-116.185,-10.84,55.485,-111.075,-25.85,56.98,-118.435,-53.855,64.785,-128.3,-45.685,82.765,-153.575,-28.77,69.175,-145.225,-18.465,39.69,-88.83,-9.475,23.02,-98.015,16.73,37.48,-132.485,16.595,82.62,-148.78,43.48,80.26,-155.07,13.085,40.46,-126.3,2.48,87.47,-159.77,20.095,88.385,-145.625,-39.36,87.405,-153.535,32.355,87.69,-151.01,-23.325,87.65,-151.35,60.37,87.275,-149.005,-13.09,87.515,-150.685,45.025
102.7,-144.875,34.42,139.73,-137.24,34.67,121.055,-146.62,17.355,120.68,-146.605,52.555,144.13,-91.545,-51,108.21,-155.785,-37.965,123.97,-131.775,-20.575,122.4,-135.045,-37.12,108.905,-148.13,-6.685,146.75,-85.28,-23.2,150.67,-122.015,23.595,140.75,-133.615,48.675,124.675,-122.685,-17.745,125.95,-124.055,-34.99,126.545,-132.73,-60.575,117.505,-146.885,-48.995,97.025,-161.79,-25.27,112.17,-152.23,-17.555,145.085,-94.735,-21.785,159.255,-95.56,18.25,139.695,-141.575,18.29,95.1,-150.76,42.6,101.76,-155.89,13.94,139.69,-133.61,-1.335,81.415,-145.02,34.535,44.15,-136.14,34.285,63.19,-145.915,17.27,62.745,-145.93,52.175,47.605,-86.35,-54.425,78.135,-155.34,-39.79,62.405,-131.755,-21.725,65.265,-133.68,-39.16,75.105,-147.97,-8.18,41.36,-81.8,-25.175,32.875,-120.81,24.86,40.86,-131.295,45.98,61.595,-122.785,-20.165,61.945,-122.815,-37.57,62.19,-130.205,-63.095,69.89,-145.285,-52.4,87.575,-161.88,-25.53,73.05,-152.42,-18.78,43.13,-92.24,-26.105,24.795,-94.595,17.835,44.175,-139.66,17.94,89.015,-150.525,42.43,83.31,-156.03,13.94,44.84,-131.025,-2.58,92.405,-160,22.13,93.14,-159.32,-37.91,92.325,-152.425,32.375,92.35,-158.46,-19.63,92.665,-152.83,55.245,92.79,-155.335,-11.195,92.465,-151.41,43.045
100.985,-140.09,40.295,137.085,-133.105,40.745,119.215,-141.205,22.955,119.1,-142.575,58.45,134.27,-85.705,-39.055,103.54,-151.065,-32.01,121.285,-129.51,-13.185,117.01,-128.565,-31.265,107.445,-144.61,-3.365,138.69,-82.315,-13.095,146.215,-119.46,27.605,141.05,-128.265,49.03,122.27,-121.615,-10.03,122.31,-117.16,-27.915,123.195,-127.76,-53.89,115.07,-137.575,-45.27,94.95,-157.835,-19.05,109.885,-149.335,-12.095,138.995,-90.28,-10.665,155.21,-95.235,20.64,137.375,-134.525,20.6,95.075,-146.03,51.41,99.09,-153.87,21.74,134.6,-130.455,3.265,77.535,-141.295,40.5,41.045,-131.625,40.55,59.27,-141.505,22.945,59.3,-141.75,58.975,43.495,-87.57,-37.48,76.36,-151.32,-30.95,58.45,-129.68,-12.92,62.53,-129.925,-29.35,73.155,-146.445,-2.66,40.495,-82.755,-12.175,31.78,-118.43,27.775,36.39,-126.48,48.99,56.57,-120.96,-9.64,57.915,-118.645,-26.53,57.88,-130.005,-52.21,64.125,-137.865,-43.9,85.23,-158.56,-19.2,70.675,-150.935,-12.005,39.06,-92.425,-10.36,22.685,-95.835,20.1,40.74,-134.48,19.915,84.71,-146.495,51.655,79.075,-153.78,21.315,43.525,-131.3,4.73,89.96,-159.5,30.045,89.955,-155.115,-30.405,89.805,-150.565,41.195,90.22,-156.49,-13.145,89.81,-147.69,63.345,89.755,-152.86,-4.505,89.805,-147.545,52.685
105.015,-144.32,41.405,146.915,-134.6,41.27,125.92,-143.275,23.325,125.74,-146.15,59.495,148.505,-81.295,-47.54,105.92,-144.715,-43.055,124.185,-127.65,-20.8,121.395,-122.8,-40.13,111.35,-144.915,-7.5,148.68,-77.9,-17.36,154.04,-117.15,25.155,149.93,-129.715,48.33,126.99,-117.275,-18.025,126.465,-112.555,-35.935,125.175,-118.605,-64.02,115.875,-131.475,-55.8,98.855,-159.135,-30.43,112.925,-149.65,-21.885,145.8,-87.38,-15.32,162.76,-88.46,17.505,147.01,-135.83,17.59,98.615,-150.46,49.86,102.92,-156.125,19.775,142.28,-128.395,1.73,84.265,-143.99,41.845,42.88,-134.285,41.69,63.39,-142.635,23.795,63.13,-145.325,59.255,39.115,-79.205,-44.915,76.23,-143.085,-42.225,63.195,-128.19,-18.595,63.055,-119.745,-38.865,77.365,-145.445,-6.64,39.935,-75.885,-15.94,34.505,-115.3,24.715,40.07,-129.91,48.42,60.535,-118.545,-16.79,58.92,-109.83,-33.465,59.585,-119.275,-65.355,66.535,-129.24,-56.41,89.485,-159.305,-29.435,75.065,-150.895,-19.555,43.16,-87.4,-16.105,25.88,-88.32,15.77,42.935,-134.74,15.9,88.71,-149.135,49.585,86.01,-156.375,20.18,45.195,-127.345,1.49,94.12,-165.09,27.645,91.29,-148.585,-39.675,94.07,-154.11,39.335,94.15,-157.1,-22.71,94.13,-155.515,61.115,94.12,-153.875,-7.675,94.205,-151.93,52.035
91.915,-147.02,29.8,129.22,-141.26,30.175,109.91,-148.785,12.83,109.635,-151.325,47.51,132.88,-88.2,-50.02,95.86,-155.425,-46.62,112.715,-131.93,-25.015,109.955,-133.355,-41.94,97.57,-148.18,-15.21,134.62,-85.315,-23.9,138.92,-126.535,17.04,131.17,-140.51,42.76,113.91,-123.515,-23.335,113.815,-123.31,-38.32,114.83,-129.05,-66.155,102.85,-144.825,-59.11,87.05,-163.01,-31.415,100.415,-153.055,-23.68,132.92,-96.18,-24.885,146.6,-98.02,9.11,129.38,-143.22,9.135,87.435,-153.135,40.65,90.84,-157.69,10.505,126.685,-138.055,-4.55,69.94,-146.815,29.985,32.42,-139.805,29.92,51.17,-147.515,12.525,51.055,-150.545,48.21,33.58,-87.87,-50.07,65.935,-153.33,-46.38,51.495,-132.91,-24.98,54.37,-132.06,-40.67,67.07,-148.455,-14.135,30.335,-85.58,-24.55,24.035,-125.335,16.815,29.59,-137.67,42.165,50.265,-124.305,-21.49,50.62,-121.65,-37.405,50.635,-128.425,-67.325,58.195,-141.645,-60.12,77.655,-163.64,-31.345,64.505,-153.645,-22.915,32.755,-96.155,-23.635,15.355,-95.615,7.875,32.595,-142.01,8.06,74.575,-153.13,39.925,72.285,-157.3,11.32,36.445,-137.33,-4.145,81.975,-163.44,16.8,80.76,-159.335,-45.105,81.76,-156.81,28.655,82.095,-160.355,-25.92,81.665,-156.985,52.73,81.915,-156.585,-14.81,81.53,-155.045,41.175
102.845,-144.59,42.31,140.32,-134.865,42.345,121.565,-143.985,25.755,121.5,-148.32,59.035,143.155,-84.12,-27.895,106.22,-147.065,-34.46,122.68,-128.765,-11.615,119.575,-128.14,-27.75,109.09,-145.84,-2.675,145.805,-83.43,-4.01,149.985,-119.51,31.655,143.6,-131.13,50.745,123.875,-119.835,-9.225,124.135,-117.34,-23.365,124.8,-120.685,-51.4,115.03,-134.12,-46.145,97.25,-158.36,-20.275,112.18,-148.82,-12.44,143.9,-94.195,-7.085,157.48,-97.475,24.62,139.76,-138.54,25.065,96.595,-150.725,51.215,100.405,-155.36,26.85,139.17,-130.29,5.555,63.71,-139.405,42.495,63.14,-138.345,42.83,63.295,-144.265,25.76,62.985,-147.255,59.21,44.37,-86.25,-29.815,78.38,-147.165,-33.14,62.56,-129.21,-11.01,64.89,-127.68,-27,76.5,-145.875,-2.025,42.055,-83.49,-4.935,34.71,-118.38,31.63,41.465,-130.775,50.765,62.455,-119.795,-8.415,60.735,-117.25,-22.88,61.94,-121.52,-52.155,68.41,-133.575,-45.39,88.185,-158.57,-20.22,73.65,-150.075,-12.37,43.24,-92.885,-5.53,27.95,-98.165,24.125,45.35,-138.3,24.075,87.775,-150.405,50.705,84.58,-155.48,26.165,47.07,-130.375,5.27,92.775,-159.835,32.915,92.635,-151.44,-33.07,92.755,-153.18,42.76,92.675,-156.91,-13.5,92.935,-153.71,63.28,92.53,-153.215,-1.18,92.97,-151.66,52.615
101.3,-150.71,40.82,139.975,-141.58,41.26,121.03,-148.51,21.615,120.66,-150.33,61.16,144.725,-89.46,-39.43,108.72,-152.68,-41.525,122.15,-132.03,-16.355,121.735,-131.12,-31.66,107.125,-151.09,-5.875,141.625,-87.935,-12.42,150.355,-125.775,26.81,143.4,-139.035,51.125,122.95,-122.735,-14.995,125.815,-120.395,-28.28,127.09,-128.765,-59.66,119.225,-141.715,-51.085,97.125,-164.09,-26.305,111.975,-155.205,-16.77,139.955,-96.17,-10.965,156.73,-104.825,21.38,140.43,-142.755,21.26,95.425,-154.405,50.075,99.985,-160.045,19.27,139.905,-134.89,1.855,79.835,-149.125,41.495,41.965,-142.285,41.085,62.08,-149.945,21.47,61.65,-150.48,61.295,39.32,-92.59,-42.045,80.44,-154.66,-40.77,62.705,-134.53,-16.9,64.91,-134.275,-32.94,77.31,-151.79,-6.515,40.19,-89.165,-13.275,32.335,-127.88,26.59,37.41,-139.095,50.55,60.685,-125.23,-15.035,59.64,-123.64,-30.22,58.69,-130.62,-59.665,69.36,-144.035,-52.66,88.565,-164.345,-25.895,74.53,-156.735,-16.12,41.95,-97.995,-12.855,25.465,-106.295,21.165,41.725,-144.11,20.97,86.35,-154.02,48.76,84.305,-160.995,20.635,43.17,-137.285,1.555,92.135,-164.435,26.255,94.6,-157.08,-38.51,91.675,-157.76,38.58,93.025,-162.075,-20.055,91.175,-155.985,63.675,92.57,-157.145,-7.85,91.425,-155.145,51.395
101.22,-141.175,37.345,139.285,-133.65,37.515,119.87,-142.9,21.305,119.585,-144.89,55.055,140.865,-74.115,-36.72,105.12,-141.505,-41.515,122.48,-126.26,-18.045,121.71,-118.545,-34.785,108.355,-144.09,-7.73,142.545,-73.25,-13.18,150.14,-116.855,23.79,141.39,-130.695,48.635,124.325,-115.85,-14.075,124.85,-108.915,-29.93,124.145,-116.3,-60.26,116.52,-129.555,-53.945,95.19,-152.84,-30.29,111.435,-146.24,-20.65,142.09,-82,-11.84,157.455,-89.075,17.075,139.01,-136.74,17.3,95.055,-146.39,44.6,100.985,-153.06,14.7,139.475,-128.02,0.4,79.775,-142.04,37.43,41.7,-133.435,37.225,61.025,-144.085,21.24,60.84,-145.655,54.135,38.245,-75.545,-36.8,78.145,-142.025,-41.73,59.745,-128.195,-17.115,60.73,-122.02,-35.445,74.13,-144.62,-7.345,37.73,-73.635,-13.205,32.345,-117.84,24.005,38.09,-129.765,47.575,57.5,-117.29,-13.725,56.17,-110.54,-30.905,57.2,-116.46,-59.655,65.915,-129.95,-52.775,87.34,-153.12,-29.955,71.365,-147.075,-20.605,37.85,-81.11,-12.125,23.775,-90.935,18.34,41.675,-136.945,18.23,86.54,-146.585,44.755,81.695,-153.75,13.435,43.08,-129.88,2.58,91.5,-158.5,23.425,91.29,-145.005,-40.34,91.13,-148.88,35.135,91.115,-151.955,-22.975,90.74,-150.97,61.76,91.115,-148.93,-10.01,90.785,-147.935,48.61
98.78,-143.335,30.9,139.875,-136.57,30.965,119.2,-144.745,12.93,119.35,-148.085,48.975,140.245,-79.46,-52.99,104.29,-151.1,-51.555,120.34,-134.545,-28.33,119.055,-132.47,-45.95,105.685,-147.745,-19.25,141.7,-80.33,-23.8,150.52,-121.865,17.86,143.49,-131.555,40.68,123.63,-127.1,-25.41,124.4,-120.72,-42.38,126.88,-123.655,-69.165,119.145,-135.16,-62.21,92.815,-163.565,-37.205,107.625,-154.275,-28.965,142.075,-90.655,-20.265,160.465,-93.67,11.3,140.31,-140.25,10.9,93.015,-149.075,38.37,97.615,-156.7,9.35,138.18,-133.24,-11.48,77.155,-143.52,30.825,36.81,-135.41,30.77,57.09,-145.33,13.02,57.145,-147.335,49.005,40.115,-83.04,-60.405,77.81,-152.075,-51.22,55.92,-134.38,-31.015,61.67,-133.48,-47.8,70.595,-146.765,-20.03,35.74,-80.94,-28.845,24.605,-118.94,14.525,33.295,-132.41,40.825,51.835,-127.065,-28.285,54.935,-122.64,-46,55.285,-125.85,-72.205,65.01,-138.36,-62.845,84.62,-163.52,-37.55,70.075,-154.205,-29.62,33.715,-89.63,-21.99,16.87,-95.53,7.65,36.67,-140.58,7.715,83.14,-148.51,38.115,79.315,-156.94,9.02,37.985,-133.125,-15.08,88.86,-165.315,16.035,90.535,-155.525,-48.44,89.06,-154.33,28.41,88.39,-160.33,-31.13,88.72,-153.885,52.795,88.515,-155.545,-20.545,88.87,-151.5,41.21
104.22,-143.605,35.46,143.51,-135.37,35.765,124.55,-144.84,18.58,124.23,-145.005,51.96,145.39,-88.945,-46.48,112.31,-152.105,-45.325,128.82,-130.305,-20.615,126.43,-130.905,-38.855,111.89,-146.53,-11.42,149.19,-86.395,-18.64,154.75,-120.125,22.49,147.195,-130.055,45.69,130.495,-121.2,-17.525,129.81,-121.745,-34.59,130.96,-130.285,-61.9,121.745,-141.865,-52.27,99.45,-158.01,-28.71,114.99,-150.05,-21.325,148.135,-94.94,-19.215,163.055,-98.635,14.21,143.6,-139.5,14.01,98.51,-148.71,39.62,102.545,-155.615,12.32,146.315,-132.175,-1.455,84.06,-143.02,36.2,46.85,-135.28,35.895,66.25,-144.32,18.65,65.865,-145.115,53.215,48.565,-86.86,-47.735,80.985,-150.53,-44.985,62.88,-128.015,-21.005,67.16,-129.735,-39.37,79.12,-145.45,-10.17,42.875,-83.615,-19.775,35.635,-120.28,22.81,43.415,-129.605,47.195,61.1,-119.25,-19.06,63.85,-120.475,-36.58,63.47,-128.425,-62.86,72.075,-140.375,-52.82,90.64,-158.075,-28.75,75.68,-148.69,-21.545,43.905,-92.035,-17.295,26.105,-96.38,15.585,46.995,-138.46,15.68,92.545,-149.275,39.08,86.96,-155.135,11.815,43.295,-130.42,-1.19,94.8,-160.105,19.7,96.54,-154.98,-43.495,95.115,-152.315,29.985,95.175,-154.48,-23.03,95.385,-151.75,55.295,95.085,-151.11,-15.77,95.43,-149.77,40.935
101.895,-150.295,43.29,139.93,-141.35,43.64,120.56,-149.665,25.18,120.34,-152.1,63.56,135.95,-93.715,-29.27,104.96,-158.625,-26.12,119.55,-139.695,-6.675,118.325,-138.16,-25.265,107.67,-154.925,2.06,141.76,-91.485,-7.25,147.7,-127.56,27.78,142.115,-138.015,51.415,120.42,-132.465,-7.375,120.735,-128,-22.195,122.86,-134.715,-44.81,115.01,-148.21,-37.38,96.37,-168.325,-14.38,109.775,-159.07,-5.785,137.44,-100.82,-10.07,155.65,-102.025,22.065,140.085,-142.09,22.08,97.84,-154.38,52.595,100.755,-162.42,28.24,136.035,-140.355,10.325,83.14,-150.285,43.36,44.975,-141.2,43.115,64.455,-150.335,24.835,64.23,-152.6,62.12,44.63,-101.02,-31.44,78.205,-158.975,-26.895,64.82,-140.68,-8.075,63.555,-138.62,-25.43,76.635,-155.075,3.555,39.13,-95.695,-8.17,36.44,-126.755,28.695,43.525,-139.5,52.24,63.105,-132.815,-7.695,60.6,-129.8,-22.37,61.03,-140.275,-46.15,68.46,-150.7,-37.595,87.38,-167.29,-14.08,75.805,-159.39,-4.22,41,-102.155,-8.865,28.13,-101.22,21.415,44.775,-143.025,21.155,88.07,-154.42,52.825,84.68,-162.24,28.305,47.125,-140.99,10.305,93.155,-167.895,35.93,92.11,-161.69,-25.035,93.045,-159.31,44.47,92.29,-165.51,-8.35,93.155,-157.24,66.8,93.01,-162.115,0.55,93.185,-156.2,54.91
99.335,-143.585,34.205,136.14,-136.515,34.13,117.305,-144.705,16.745,117.41,-145.04,52.495,135.225,-86.995,-47.2,102.24,-149.885,-47.43,118.465,-128.19,-21.115,116.34,-128.085,-40.925,105.21,-145.865,-8.1,140.64,-84.925,-19.53,146.74,-122.3,20.875,139.845,-132.98,44.81,121.28,-119.83,-17.725,120.665,-117.665,-36.53,119.375,-124.215,-64.7,112.63,-136.73,-57.435,92.76,-158.915,-27.415,107.93,-149.74,-18.68,139.26,-93.375,-21.245,154.165,-97.125,12.76,136.09,-138.075,12.91,94.41,-148.59,41.63,97.855,-155.505,15.46,136.96,-132.335,-3.075,80.34,-143.255,34.185,44.635,-133.975,33.98,62.675,-143.585,16.575,62.545,-143.375,51.79,44.915,-85.685,-44.475,74.985,-149.955,-44.515,61.77,-126.43,-20.64,61.84,-127.01,-38.59,76.13,-144.93,-8.245,42.52,-82.735,-18.22,34.49,-118.47,19.26,40.52,-130.035,43.43,59.935,-117.065,-17.275,59.33,-116.05,-34.655,58.5,-125.34,-63.04,65.32,-136.415,-54.84,82.59,-157.66,-27.22,71.835,-147.96,-17.965,42.67,-90.87,-19.4,28.155,-99.135,12.29,44.285,-134.95,11.87,86.285,-148.42,41.65,80.84,-154.96,14.135,45.025,-128.345,-3.59,89.85,-161.005,21.08,89.15,-154.35,-42.055,90.145,-153.22,32.17,89.115,-155.33,-21.505,90.43,-149.78,53.73,89.59,-153.48,-15.365,90.49,-149.64,44.655
102.99,-132.62,28.675,140.85,-126.695,28.875,122.355,-134.065,11.24,122.26,-136.51,46.525,139.2,-75.51,-45.005,104.51,-138.945,-51.71,122.31,-120.28,-25.955,119.86,-118.945,-44.465,106.165,-136.4,-16.425,145.15,-76.465,-20.53,149.475,-114.295,18.21,143.515,-124.01,38.16,124.13,-110.8,-23.785,124.77,-108.655,-40.46,123.11,-112.575,-66.745,112.3,-126.33,-61.935,95.195,-150.295,-34.87,109.78,-140.965,-26,144.675,-84.255,-24.49,158.34,-88.36,10.345,140.705,-127.715,10.295,98.2,-136.985,36.425,100.105,-143.7,10.76,138.67,-123.565,-7.46,81.805,-132.395,29.2,43.505,-122.995,29.215,62.53,-132.54,11.68,62.39,-134.55,47,46.685,-76.215,-47.53,76.665,-138.725,-49.515,62.14,-118.09,-23.325,62.915,-116.65,-40.505,77.375,-135.325,-13.295,40.85,-74.145,-21.955,34.295,-109.415,19.325,41.55,-120.55,40.845,60.42,-108.83,-20.93,59.845,-106.895,-36.335,60.36,-112.715,-66.4,66.685,-123.975,-58.845,86.065,-150.055,-34.31,73.22,-141.06,-24.625,40.34,-79.08,-20.33,25.805,-82.27,11.205,43.505,-124.205,11.265,86.105,-136.18,36.245,83.675,-143.17,11.29,45.78,-119.89,-6.635,92.14,-150.095,16.66,90.19,-143.505,-47.905,92.17,-140.745,28.44,91.055,-148.17,-27.61,92.28,-140.895,54.595,91.955,-142.145,-14.28,92.415,-138.63,40.63
101.13,-145.73,35.8,141.82,-139.685,36.045,121.585,-146.765,18.07,121.465,-149.465,54.87,146.55,-95.27,-37.9,108.635,-150.115,-41.05,123.69,-133.925,-15.81,124.285,-130.9,-33.62,107.15,-148.245,-8.055,146.805,-90.78,-14.765,152.17,-122.145,24.715,141.985,-137.045,49.685,126.69,-127.35,-10.485,128.17,-121.115,-28.88,127.54,-128.555,-57.095,118.245,-140.93,-51.02,98.82,-158.59,-29.38,109.53,-152.065,-18.4,144.945,-98.54,-12.86,159.385,-100.735,17.375,141.845,-141.975,17.615,97.08,-149.805,44.335,101.975,-156.69,14.795,141.225,-135.15,2.195,84.03,-144.465,35.585,42.64,-137.43,35.115,63.64,-146.18,17.65,63.155,-148.955,53.89,43.76,-91.69,-38.21,78.53,-148.775,-40.25,64.91,-133.72,-16.92,65.395,-130.435,-33.625,78.5,-148.345,-8.585,41.61,-86.68,-15.095,32.19,-119.33,23.925,40.37,-134.575,47.075,61.29,-126.345,-13.64,61.565,-120.57,-30.105,63.17,-128.4,-59.185,71.27,-140.105,-51.5,90.455,-159.015,-29.72,75.935,-152.105,-19.715,43.02,-95.29,-11.605,25.62,-100.035,16.18,42.86,-140.05,16.51,87.795,-149.805,44.28,83.25,-157.135,14.86,42.985,-132.785,1.13,92.7,-163.455,23.355,93.705,-152.365,-38.855,92.76,-153.425,34.295,94.08,-157.565,-22.66,92.625,-155.965,58.09,92.93,-154.23,-10.245,92.625,-152.095,46.335
100.09,-143.345,45.32,138.625,-137.925,45.75,119.88,-147.18,27.35,119.33,-148.605,64.245,140.725,-84.73,-32.815,106.975,-147.39,-34.66,124.41,-127.49,-10.895,123.175,-125.39,-27.605,107.99,-142.625,-1.4,143.025,-84.39,-6.11,149.205,-121.715,35.64,140.655,-136.525,58.27,126,-119.05,-7.11,127.92,-116.685,-21.81,124.145,-124.925,-51.02,117.915,-135.305,-41.155,96.415,-155.97,-20.13,110.485,-147.145,-11.45,142.775,-92.605,-4.01,156.635,-96.28,27.36,138.935,-140.28,27.29,95.75,-149.665,52.935,100.125,-153.295,22.755,140.45,-132.18,8.29,82.33,-143.66,46.01,44.215,-134.525,45.815,64.035,-144.84,27.695,63.48,-146.805,64.73,48.86,-79.71,-35.54,76.92,-146.935,-33.925,60.825,-127.13,-11.22,63.07,-123.13,-28.92,75.34,-142.25,-1.075,44.315,-79.55,-8.36,35.32,-117.965,33.87,41.17,-132.37,57.81,60.15,-116.835,-7.755,59.285,-113.965,-23.64,61.08,-122.26,-51.22,67.47,-133.975,-40.72,87.63,-155.995,-19.965,72.67,-146.895,-11.51,42.94,-87.515,-4.67,27.4,-93.01,27.075,44.22,-136.805,27.09,85.475,-149.43,53.07,82.99,-152.765,22.59,42.795,-128.53,7.49,91.16,-158.41,30.405,91.985,-151.73,-32.67,91.13,-151.695,42.66,91.985,-152.87,-13.37,91.16,-153.375,66.82,91.28,-149.9,-4.29,91.23,-151.48,54.99
