'L眶内缘点', 'L眶外缘点', 'L眶下缘点', 'L眶上中点', 'L下颌角点', 'L下犬齿齿槽缘点', 'L第一上磨牙点', 'L第一下磨牙点', 'L尖牙窝点', 'L下颌支中部后点', 'L颧点', 'L颞额颧点', 'L第二上磨牙点', 'L第二下磨牙点', 'L下颌缘中点', 'L颏孔点', 'L上切牙点', 'L上犬齿齿槽缘点', 'L下颌小舌点', 'L颧弓点', 'L颧眶点', 'L下鼻根点', 'L鼻甲嵴点', 'L颧颌点', 'R眶内缘点', 'R眶外缘点', 'R眶下缘点', 'R眶上中点', 'R下颌角点', 'R下犬齿齿槽缘点', 'R第一上磨牙点', 'R第一下磨牙点', 'R尖牙窝点', 'R下颌支中部后点', 'R颧点', 'R颞额颧点', 'R第二上磨牙点', 'R第二下磨牙点', 'R下颌缘中点', 'R颏孔点', 'R上切牙点', 'R上犬齿齿槽缘点', 'R下颌小舌点', 'R颧弓点', 'R颧眶点', 'R下鼻根点', 'R鼻甲嵴点', 'R颧颌点', '鼻骨末端点', '下齿槽点', '鼻中点', '上齿槽前缘点', '眉间点', '鼻棘下点', '鼻根点',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.04,-130.315,37.305,139.955,-119.705,37.59,121.855,-128.715,18.51,121.48,-131.925,55.795,143.895,-72.125,-32.105,110.605,-131.265,-48.91,121.855,-117.245,-18.895,124.12,-112.705,-36.78,106.29,-131.09,-10.775,141.955,-71.51,-9.65,145.64,-105.595,23.52,142.745,-115.99,45.085,123.015,-107.01,-14.88,126.325,-104.615,-29.845,126.89,-105.61,-60.5,120.365,-114.715,-54.79,96.175,-144.82,-32.6,110.025,-136.15,-21.74,140.305,-80.725,-9.97,152.065,-80.49,18.105,139.88,-121.305,18.21,99.265,-135.66,44.21,100.565,-141.065,14.18,139.965,-114.555,2.92,83.41,-131.495,37.62,44.36,-122.09,37.465,64.3,-129.725,18.895,64.08,-133.16,56.44,45.105,-74.67,-37.49,81.82,-133.58,-50.235,61.215,-118.685,-20.245,65.845,-116.12,-40.48,78.165,-132.875,-11.185,43.715,-73.59,-13.625,37.085,-107.65,23.455,41.14,-118.54,45.705,58.545,-109.515,-16.835,62.595,-106.66,-35.19,65.275,-108.665,-63.755,72.83,-118.16,-59.595,87.43,-144.99,-32.78,75.32,-138.275,-23.265,45.045,-81.48,-14.08,30.13,-81.005,17.61,44.21,-124.27,17.385,86.905,-136.005,44.48,83.65,-142.045,13.24,42.615,-117.57,3.99,92.66,-149.65,21.85,96.68,-137.225,-47.325,93.01,-140.47,33.2,92.69,-143.12,-26.19,93.25,-138.825,60.44,92.03,-139.36,-12.215,93.145,-137.975,46.39
97.815,-144.225,39.365,137.61,-137.66,39.7,117.835,-145.21,21.495,117.485,-148.51,58.15,140.56,-77.035,-36.43,103.475,-138.975,-46.41,119.48,-122.475,-17.865,116.325,-121.475,-37.3,104.875,-142.74,-10.42,142.085,-78.73,-13.615,148.71,-119.69,25.59,140.16,-134.955,51.445,119.2,-111.955,-14.94,120.345,-109.735,-32.46,120.46,-111.635,-61.33,112.355,-125.42,-52.235,93.115,-151.22,-29.92,109.45,-145.35,-21.265,142.26,-85.755,-10.99,157.81,-95.675,16.54,137.56,-139.88,16.845,92.095,-149.04,47.605,95.625,-153.52,19.405,134.84,-131.475,2.085,78.625,-144.05,39.765,37.095,-136.7,39.91,57.24,-145.205,21.755,57.28,-147.53,58.49,35.795,-79.725,-33.025,73.645,-141.91,-42.57,56.345,-122.885,-16.33,59.355,-122.055,-36.165,70.415,-144.2,-10.545,35.335,-78.24,-9.5,27.46,-119.37,27.5,33.3,-131.62,49.555,56.56,-113.72,-13.69,56.395,-112.865,-31.19,56.21,-114.36,-59.685,63.275,-125.975,-52.4,83.77,-151.815,-29.66,66.235,-147.895,-20.175,35.63,-86.755,-9.005,18.91,-96.425,18.82,36.905,-138.63,18.915,84.08,-148.69,47.78,81.035,-153.65,19.3,41.755,-130.985,2.99,89.1,-160.655,23.585,89.025,-145.275,-42.745,88.795,-152.65,35.96,88.685,-151.125,-21.72,88.42,-152.33,62.465,88.08,-149.4,-12.08,88.555,-150.395,49.675
90.285,-140.335,37.13,127.555,-132.39,37.79,109.54,-139.26,18.665,109.23,-142.785,55.31,130.575,-84.545,-41.66,96.265,-143.795,-42.47,110.15,-125.685,-18.995,110.58,-124.11,-35.965,96.34,-140.21,-13.445,134.06,-82.235,-17.28,135.985,-120.555,23.685,130.395,-130.06,44.98,112.33,-117.03,-16.195,114.095,-114.32,-32.125,112.57,-119.22,-60.325,105.9,-131.605,-51.745,86.42,-151.91,-29.395,100.185,-142.435,-20.33,132.89,-89.125,-14.84,146.65,-90.035,18.42,127.41,-133.525,19.005,85.685,-144.635,42.58,89.12,-150.84,15.15,126.025,-127.22,1.03,73.63,-140.35,37.6,36.625,-129.99,37.14,55.39,-138.22,18.805,55.055,-142.375,54.515,36.99,-83.075,-43.295,68.04,-142.555,-43.105,54.27,-124.44,-19.955,54.565,-121.805,-36.285,67.595,-139.98,-13.71,32.795,-80.655,-18.53,28.415,-118.25,23.19,33.47,-128.425,45.045,52.49,-115.88,-17.42,51.51,-111.19,-32.9,54.155,-118.47,-62.11,59.915,-130.345,-54.49,78.31,-151.86,-29.63,64.32,-142.005,-20.97,33.74,-87.925,-15.69,18.915,-90.96,18.71,35.98,-130.835,18.44,77.885,-143.965,42.88,74.995,-151.23,16.565,36.395,-124.52,1.52,82.335,-156.17,22.69,82.435,-147.275,-41.73,82.24,-148.285,34.475,82.53,-148.47,-22.29,82.27,-147.98,60.77,81.7,-145.65,-10.29,82.3,-146.28,46.52
100.675,-144.85,32.57,138.835,-139.43,32.885,119.875,-145.02,13.515,119.535,-149.225,51.955,144.4,-85.855,-41.28,107.835,-145.915,-47.875,123.595,-130.305,-23.705,120.12,-126.435,-40.03,106.935,-145.15,-15.615,145.12,-86.455,-17.375,149.26,-123.77,20.025,142.34,-135.095,41.09,126.75,-122.725,-20.07,125.33,-116.485,-36.305,124.11,-121.445,-64.265,117.59,-132.545,-59.805,97.025,-158.15,-33.56,109.08,-149.785,-23.075,142.27,-96.835,-21.755,157.345,-98.475,13.06,138.87,-140.025,13.325,97.875,-149.91,41.625,100.74,-158.495,12,138.455,-130.28,-6.515,83.54,-144.79,32.56,44.785,-138.21,32.2,64,-143.88,13.925,63.75,-149.08,51.015,41.945,-85.11,-40.945,79.46,-147,-46.59,62.55,-130.845,-22.935,65.375,-127.39,-38.25,78.965,-145.69,-14.215,41.645,-84.21,-16.755,34.655,-121.045,18.29,40.71,-133.18,41.015,59.3,-122.735,-19.18,59.87,-118.065,-35.3,59.81,-122.225,-62.03,66.985,-133.01,-58.415,88.3,-158.42,-32.575,75.355,-149.83,-22.545,42.855,-96.24,-19.865,27.835,-100.555,12.68,44.62,-137.825,12.515,85.755,-149.765,42.065,84.3,-158.015,11.65,45.925,-129.885,-5.94,92.63,-165.085,19.93,93.415,-150.175,-45.95,92.595,-155.665,32.2,92.865,-155.435,-26.595,92.73,-154.28,55.065,92.725,-152.975,-15.45,92.495,-153.215,44.825
105.225,-134.765,31.18,143.22,-126.55,31.08,124.34,-135.09,13.27,124.385,-137.4,49.08,142.685,-74.34,-44.76,110.94,-141.59,-48.67,126.585,-125.31,-24.265,124.82,-120.745,-42.63,110.57,-139.77,-14.415,147.205,-75.33,-18.53,151.16,-114.485,15.335,146.855,-123.135,38.77,128.62,-115.91,-20.755,128.38,-111.07,-37.46,127.93,-112.63,-64.59,118.32,-126.86,-59.415,100.05,-153.725,-34.435,113.65,-145.545,-25,145.22,-85.05,-17.225,159.39,-88.845,11.875,143.21,-128.75,11.875,99.79,-139.535,36.125,104.54,-146.485,11.335,140.965,-124.82,-4.96,88.36,-135.45,31.885,51.01,-126.375,31.66,69.57,-135.57,13.64,69.38,-137.79,49.7,49.615,-77.65,-44.545,81.175,-141.125,-49.46,65.91,-125.475,-24.765,67.2,-122.05,-42.74,81.79,-140.315,-13.97,45.615,-75.945,-17.865,43.325,-115.655,18.21,47.79,-123.37,40.38,63.985,-115.8,-21.065,63.64,-112.14,-38.215,65.53,-115.395,-67.235,72.89,-126.85,-60.975,92.3,-153.925,-34.535,77.645,-146.325,-25.28,47.64,-85.64,-19.065,34.35,-88.57,13.145,50.775,-128.835,11.32,93.53,-139.525,36.035,88.535,-147.595,11.605,51.19,-123.455,-5.22,96.24,-152.045,22.255,96.395,-146.16,-47.495,96.285,-143.4,29.52,95.485,-151.36,-27.23,96.49,-143.845,52.07,96.26,-147.585,-13.895,96.555,-140.64,37.9
104.74,-134.075,30.985,147.42,-130.56,31.075,126.67,-135.755,14.33,126.38,-142.055,47.82,149.655,-69.88,-55.355,108.855,-140.165,-50.445,127.73,-117.065,-26.8,124.205,-117.855,-46.515,112.765,-135.555,-16.54,150.385,-68.345,-27.855,156.97,-115.465,16.915,150.815,-125.705,39.685,129.42,-107.415,-24.49,128.17,-106.77,-42.835,132.3,-115.045,-70.115,121.9,-128.935,-64.04,98.515,-148.655,-35.12,115.61,-139.33,-26.605,149.87,-79.28,-26.71,166.51,-84.25,9.315,147.61,-132.335,9.395,97.695,-143.895,37.18,102.145,-150.335,12.5,150.145,-122.375,-9.82,82.51,-135.395,31.55,39.495,-130.59,31.175,61,-136.45,14.4,60.875,-142.335,49.02,37.73,-69.85,-58.705,79.96,-141.445,-50.475,59.6,-117.07,-27.005,63.195,-117.585,-47.145,74.98,-136.24,-16.505,37.135,-67.765,-31.2,28.935,-114.385,16.31,36.725,-126.23,40.455,58.69,-107.745,-25.2,59.785,-106.945,-43.105,57.92,-115.92,-73.065,68.245,-129.99,-65.325,88.305,-148.7,-35.125,72.005,-139.915,-26.76,37.745,-80.585,-28.445,19.465,-85.615,8.09,39.465,-132.725,8.23,89.04,-142.92,36.625,84.205,-149.97,13.11,40.695,-121.18,-12.89,93.635,-155.51,19.905,94.05,-144.86,-47.295,93.62,-146.865,29.24,93.765,-146.97,-27.48,93.53,-151.965,51.82,93.47,-143.705,-16.315,93.38,-146.55,39.33
93.98,-135.125,33.78,134.655,-127.8,34.195,114.45,-134.58,14.59,113.97,-140.725,53.88,134.905,-76.46,-52.07,96.89,-141.245,-51.595,113.485,-120.805,-26.82,111.855,-119.74,-46.08,98.845,-138.68,-13.435,140.48,-73.76,-23.435,145.39,-112.685,19.045,139.1,-124.645,42.93,116.655,-110.415,-24.355,115.435,-109.155,-41.85,116.88,-115.1,-73.07,109.405,-126.315,-63.205,86.895,-151.71,-37.75,101.605,-143.085,-26.91,139.84,-80.965,-23.135,154.245,-87.555,12.645,134.215,-127.305,12.74,88.63,-144.315,43.035,91.78,-148.775,11.3,131.85,-120.625,-7.45,73.395,-136.675,34.01,32.395,-125.325,33.81,52.52,-133.245,14.905,52.025,-139.71,53.415,32.275,-71.77,-49.16,70.295,-140.99,-52.05,51.115,-120.045,-27.4,54.205,-119.825,-46.625,64.16,-138.305,-14.08,27.535,-69.88,-22.745,21.21,-110.635,18.385,28.925,-122.825,43.44,48.525,-110.045,-25.595,51.11,-108.33,-42.97,49.725,-112.46,-72.73,59.175,-126.965,-62.4,77.685,-150.4,-37.96,62.245,-143.205,-27.55,27.545,-79.07,-22.145,12.705,-88.32,13.23,31.415,-126.415,12.955,77.87,-143.585,42.88,73.34,-149.235,10.705,34.72,-120.23,-7.785,83.575,-155.135,18.07,83.625,-144.11,-50.4,83.505,-146.42,31.36,82.435,-149.855,-30.905,83.365,-149.645,56.66,82.4,-147.975,-18.255,83.38,-145.805,45.375
94.54,-146.33,29.05,133.115,-139.045,29.42,113.985,-145.945,12.085,113.605,-150.205,46.765,132.15,-87.065,-47.805,98.22,-145.625,-52.14,115.015,-129.25,-26.475,113.535,-126.485,-44.19,100.2,-146.255,-17.53,136.255,-84.105,-23.955,141.98,-122.74,14.995,135.3,-139.06,38.515,117.43,-119.695,-22.64,118.27,-116.395,-39.445,115.62,-123.63,-68.055,108.47,-133.55,-60.92,88.52,-158.435,-38.835,102.965,-150.06,-28.725,136.65,-88.08,-20.775,148.54,-98.545,9.555,133.25,-139.765,9.665,87.53,-151.865,35.185,93.53,-155.835,9.395,132.25,-130.73,-9.145,75.655,-146.015,29.17,38.14,-136.615,28.96,56.88,-144.92,11.93,56.455,-149.11,46.655,38.625,-84.59,-47.46,68.765,-143.885,-52.03,55.535,-128.95,-26.35,55.855,-123.12,-44.14,69.21,-145.19,-17.26,35.195,-82.455,-22.815,29.15,-119.735,16.57,36.005,-135.465,39.595,52.68,-119.57,-22.09,52.755,-112.99,-38.985,55.965,-119.725,-69.605,60.36,-130.005,-62.8,79.35,-157.715,-38.565,65.965,-148.715,-28.345,34.71,-85.885,-17.595,23.275,-95.26,10.415,37.85,-136.92,10.6,81.985,-151.625,35.375,76.235,-155.13,10.5,38.345,-128.19,-6.535,84.965,-157.97,19.055,83.565,-149.175,-50.875,84.77,-152.515,26.815,83.99,-156.76,-31.58,85.12,-156.53,50.945,84.06,-151.525,-17.665,85.245,-153.175,36.82
103.105,-138.755,34.295,142.575,-127.975,34.48,122.885,-137.375,16.015,122.625,-139.99,53.34,141.465,-76.645,-43.975,111.295,-137.935,-48.435,122.605,-120.895,-21.725,124.83,-117.9,-38.46,110.525,-140.525,-16.56,145.6,-75.475,-18.71,151.71,-110.2,20.46,145.455,-123.765,42.75,124.95,-113.315,-18.235,127.585,-107.685,-34.14,125.94,-110.11,-63.935,120.985,-121.8,-57.375,101.11,-152.135,-35.405,114.285,-142.66,-24.51,145.455,-80.97,-18.135,160.64,-83.52,11.675,142.74,-127.455,11.74,98.74,-142.755,42.55,103.135,-149.815,14.64,139.92,-123.535,-2.005,85.57,-138.66,34.79,46.835,-128.06,34.615,66.06,-137.06,15.65,65.65,-139.475,54.08,45.69,-73.595,-38.47,83.97,-138.38,-49.14,67.485,-121.565,-22.855,68.26,-118.68,-40.385,81.14,-140.15,-16.405,43.82,-74.535,-15.31,38.365,-112.195,22.62,43.94,-125.265,44.555,65.365,-114.83,-19.93,64.875,-109.825,-35.59,65.15,-109.185,-61.745,73.865,-123.415,-57.195,92.94,-152.455,-35.575,77.78,-143.82,-26.125,45.2,-84.48,-16,28.1,-81.985,13.59,46.83,-127.63,13.475,89.775,-142.635,42.08,87.875,-149.71,14.025,49.085,-123.075,-2.33,95.195,-156.58,22.33,97.705,-142.7,-48.35,94.77,-145.9,33.285,96.635,-150.075,-28.08,94.53,-145.09,55.45,96.04,-146.14,-13.55,94.52,-144.02,44.735
105.9,-144.55,29.175,140.79,-134.915,29.445,123.765,-144.02,11.52,123.42,-146.605,47.375,137.535,-78.495,-44.005,103.985,-144.605,-47.27,119.79,-126.42,-25.36,117.42,-125.745,-41.775,107.91,-144.25,-13.64,142.865,-78.655,-19.755,148.2,-120.915,16.07,144.25,-131.8,38.255,122.185,-117.735,-21.745,121.225,-115.405,-38.585,122.8,-117.35,-64.115,115.145,-129.95,-58.96,97.11,-157.48,-34.48,110.04,-147.35,-24.925,142.31,-87.525,-22.02,156.99,-94.67,11.595,140.665,-137.215,11.555,97.51,-151.085,36.065,101.59,-155.025,9.925,139.1,-128.89,-6.43,80.54,-146.055,29.915,45.5,-138.92,29.47,63.575,-145.845,11.59,63.19,-149.63,47.89,45.465,-82.515,-41.485,77.76,-145.585,-47.24,62.785,-129.905,-25.185,64.04,-127.595,-40.655,75.91,-145.94,-14.37,41.055,-82.625,-17.69,36.62,-124.32,18.055,42.035,-135.46,39.63,59.055,-120.365,-21.685,60.01,-117.755,-36.865,59.99,-120.025,-64.085,66.05,-132.07,-56.765,88.27,-158.1,-33.955,74.165,-148.985,-25.21,41.38,-89.295,-21.165,26.905,-100.61,13.82,45.02,-140.165,13.56,90.325,-152.215,36.295,84.11,-155.8,9.745,45.16,-130.98,-4.635,93.855,-160.115,18.175,91.12,-150.42,-45.995,93.73,-153.22,27.545,92.31,-155.235,-27.21,93.71,-155.595,53.71,92.155,-151.49,-15.93,93.785,-152.525,38.14
103.84,-153.46,32.23,138.68,-143.615,32.57,120.67,-150.65,14.88,120.525,-155.735,50.94,139.01,-86.72,-43.245,104.47,-146.975,-51.66,118.66,-133.645,-23.175,117.05,-129.47,-41.485,105.49,-150.13,-16.07,142.345,-87.795,-18.775,147.675,-130.16,17.145,140.695,-143.315,44.105,121.94,-126.565,-19.715,122.125,-120.005,-35.36,121.825,-123.02,-66.66,114.275,-133.88,-60.38,95.01,-159.97,-40.14,109.31,-153.33,-27.12,143.02,-94.435,-14.6,157.11,-99.035,14.23,138.465,-144.78,14.485,95.01,-158.395,37.83,99.21,-162.26,9.725,141.17,-137.51,-4.82,75.785,-151.44,32.675,43.385,-141.715,32.86,61.2,-150.625,14.945,60.955,-154.895,51.235,42.02,-83.61,-43.18,74.21,-147.02,-52.605,62.04,-132.905,-24.16,62.07,-127.98,-41.55,75.22,-150.315,-17.03,38.67,-83.845,-17.87,33.87,-127.08,18.43,40.42,-141.3,43.925,58.59,-125.225,-19.465,57.77,-118.55,-36.615,57.93,-121.255,-68.97,63.75,-131.715,-61.26,86.085,-159.85,-39.965,71.37,-153.445,-27.13,38.145,-92.44,-15.525,24.38,-99.41,15.055,43.215,-142.595,14.555,86.44,-158.13,37.895,83.155,-162.445,9.4,43.195,-133.77,-6.375,91.745,-168.095,16.53,89,-151.27,-50.8,90.85,-161.175,27.795,90.835,-159.18,-31.35,90.595,-161.025,55.955,91.12,-156.94,-16.865,90.665,-158.78,40.045
95.105,-127.45,38.725,133.78,-119.105,39.055,115.08,-128.925,22.64,114.945,-130.53,55.18,127.85,-73.71,-44.335,101.19,-132.945,-35.265,116.885,-112.35,-16.905,113.92,-108.875,-31.485,104.61,-132.625,-5.88,133.47,-67.74,-15.965,142.225,-101.675,24.38,135.94,-116.39,48.47,118.095,-101.775,-14.765,116.585,-98.78,-28.16,115.14,-108.86,-58.505,111.68,-117.515,-48.305,91.24,-143.12,-25.41,106.72,-136.385,-17.405,133.135,-71.55,-10.93,148.81,-80.55,19.185,133.635,-122.74,19.31,90.48,-133.77,47.445,94.29,-142.075,19.415,130.54,-114.35,1.63,75.335,-127.71,38.985,36.035,-119.045,38.88,55.97,-129.065,22.565,55.805,-130.35,55.715,39.065,-69.355,-44.045,73.055,-134.025,-36.74,54.965,-113.5,-17.12,57.03,-111.985,-31.935,69.99,-132.865,-6.015,33.79,-66.08,-16.08,27.04,-102.485,23.935,33.53,-114.8,47.67,52.415,-104.525,-15.505,53.76,-102.505,-29.64,54.72,-108.795,-59.76,60.795,-119.49,-48.82,82.82,-142.31,-25.385,67.915,-136.475,-16.01,35.6,-72.52,-12.415,18.965,-80.545,16.985,36.14,-121.72,17.07,80.245,-133.575,46.795,77.51,-142.215,19.675,39.51,-115.18,0.72,85.505,-150.04,26.255,87.21,-135.99,-33.34,85.41,-138.64,36.81,86.92,-141.81,-18.785,85.175,-136.96,62.795,86.465,-137.165,-8.36,85.285,-135.095,49.235
107.025,-126.845,30.1,144.65,-121.525,30.05,125.73,-130.305,11.725,125.585,-131.555,47.645,144.44,-74.725,-57.065,110.435,-135.995,-46.545,128.4,-116.395,-26.08,124.79,-115.33,-42.13,113.53,-135.29,-16.485,147.195,-72.765,-26.055,154.165,-108.45,15.745,146.975,-115.74,38.025,128.71,-106.98,-22.235,128.195,-105.43,-38.57,128.21,-109.835,-67.175,119.82,-122.825,-60.575,101.02,-146.15,-36.38,117.555,-138.76,-27.78,145.81,-82.315,-28.44,162.24,-86.245,7.73,144.62,-124.74,7.78,103.39,-131.985,38.79,106.84,-140.92,10.48,143.38,-118.025,-7.84,89.87,-126.965,30.325,52.065,-121.18,30.285,71.295,-130.285,11.54,71.14,-130.295,49.275,50.8,-74.54,-53.6,83.6,-135.525,-48.215,67.835,-116.065,-25.43,70.42,-115.375,-41.27,81.92,-133.865,-16.265,47.39,-71.195,-23.725,44.305,-110.445,16.53,50.18,-117.165,39.585,66.835,-108.355,-22.845,66.855,-105.04,-38.16,66.45,-111.18,-67.01,74.065,-123.77,-60.695,92.165,-146.035,-36.25,77.37,-137.305,-26.39,48.39,-81.08,-25.09,33.5,-84.125,7.21,52.01,-124.43,7.275,93.695,-131.87,39.08,89.925,-140.835,10.44,53.285,-117.29,-7.16,98.73,-146.645,20.41,97.005,-139.1,-44.26,98.735,-136.705,30.01,97.46,-145.26,-29.465,98.945,-135.095,53.665,98.26,-142.295,-15.13,98.915,-133.17,40.23
96.005,-133.575,26.045,132.17,-124.52,26.135,114.08,-133.325,9.13,113.915,-135.135,43.215,131.095,-75.065,-51.405,101.965,-137.92,-52.58,117.175,-117.865,-27.285,117.03,-115.155,-46.93,103.97,-134.85,-20.255,138.03,-73.745,-25.9,144.44,-108.09,13.75,135.105,-120.24,34.375,118.365,-109.55,-23.95,119.905,-105.18,-41.78,117.85,-112.635,-69.635,110.055,-126.41,-62.2,91.355,-147.86,-36.585,105.905,-139.01,-28.515,137.405,-80.235,-26.14,151.935,-81.52,8.125,132.09,-127.99,8.275,88.92,-139.755,33.115,93.075,-145.885,0.945,133.65,-118.59,-11.045,73.855,-134.075,26.415,38.6,-124.985,26.135,56.25,-133.275,9.375,56.01,-135.835,43.395,44.165,-76.27,-52.195,72.645,-137.385,-52.87,55.365,-117.4,-28.08,57.385,-115.89,-46.39,70.325,-135.16,-20.365,36.04,-74.33,-27.545,27.955,-109.01,13.065,34.92,-120.685,34.345,53.635,-108.825,-24.8,53.855,-105.94,-42.525,59.035,-113.875,-70.53,64.08,-125.7,-62.03,81.675,-147.62,-36.71,68.505,-138.84,-28.635,36.965,-80.38,-28.82,20.3,-84.375,6.42,38.44,-126.84,6.325,81.015,-139.75,33.305,78.045,-146.39,0.775,39.845,-119.26,-12.03,86.07,-149.905,7.11,87.39,-141.06,-51.395,85.155,-143.14,20.1,86.63,-144.355,-30.225,85.34,-142.645,49.53,86.16,-141.82,-21.965,85.3,-140.325,33.79
98.93,-138.675,43.635,141.76,-126.32,43.62,121.16,-137.295,26.6,120.965,-142.105,61.005,134.01,-64.31,-50.77,98.23,-135.69,-44.74,114.375,-118.865,-18.2,113.315,-114.28,-41.16,101.075,-136.78,-2.83,142.675,-63.405,-20.385,153.825,-101.71,30.75,145.945,-120.44,53.125,117.85,-108.83,-15.935,117.835,-104.205,-34.615,116.915,-108.55,-69.235,109.12,-119.755,-60.815,87.855,-147.005,-27.16,103.3,-138.17,-18.37,142.395,-72.3,-13.72,159.97,-75.425,20.125,141.74,-127.76,20.275,92.68,-145.045,53.005,95.615,-149.56,18.98,136.675,-118.14,3.25,74.98,-137.79,44.11,32.275,-127.935,43.81,53.84,-137.125,26.37,53.515,-142.38,61.65,31.88,-67.765,-45.655,69.45,-137.37,-44.41,53.57,-116.45,-16.01,52.855,-117.41,-35.04,66.43,-135.47,-1.75,25.52,-67.12,-14.605,19.89,-103.295,32.19,27.65,-121.865,54.905,51.935,-107.815,-13.935,49.92,-105.775,-31.035,47.99,-111.425,-66.095,55.09,-121.795,-58.735,78.245,-147.43,-27.22,63.605,-138.165,-17.48,26.285,-72.795,-10.855,13.585,-84.97,23.665,32.16,-129.085,23.6,81.42,-144.49,53.1,75.49,-148.605,18.89,35.4,-119.52,4.215,87.065,-156.385,32.04,84.18,-138.775,-42.135,87.02,-147.785,42.6,83.66,-146.03,-20.66,87.18,-149.775,66.52,84.14,-146.45,-8.855,87.12,-146.545,54.05
100.15,-139.865,45.33,141.53,-125.94,45.525,121.785,-137.315,28.13,121.355,-139.485,63.715,143.53,-76.78,-33.635,108.155,-142.11,-34.735,125.66,-117.745,-8.5,123.155,-119.37,-28.85,110.415,-138.7,0.63,145.155,-73.89,-6.585,151.305,-110.695,29.985,146.19,-121.92,53.5,125.475,-107.39,-5.645,126.565,-107.76,-23.995,127.23,-118.325,-55.91,120.605,-127.675,-47.42,96.31,-151.45,-19.425,114.315,-141.735,-11.29,145.14,-82.02,-7.345,158.4,-86.235,25.375,141.525,-128.985,25.305,93.025,-145.835,53.3,99.075,-149.755,24.38,140.7,-121.635,6.28,78.125,-139.06,45.52,37.875,-125.74,45.38,57.685,-137.34,27.735,57.43,-139.595,63.875,40.515,-74.475,-33.515,73.285,-139.775,-35.635,56.825,-118.02,-9.905,59.89,-115.825,-28.91,72.345,-138.63,2.53,38.21,-72.27,-6.8,28.4,-109.985,30.46,32.605,-121.565,53.38,56.025,-107.76,-5.995,56.355,-104.685,-24.01,57.935,-116.665,-56.19,64.165,-126.78,-47.555,85.945,-151.405,-19.51,68.295,-141.94,-10.34,38.58,-81.105,-6.755,21.835,-84.51,24.545,37.93,-128.725,24.665,85.595,-145.005,52.8,80.245,-149.125,24.405,39.745,-122.63,6.57,89.6,-154.435,33.295,91.27,-144.855,-32.63,89.47,-147.485,43.79,91.415,-148.43,-12.31,89.49,-150.175,69.58,91.31,-146.375,-2.695,89.6,-146.215,54.47
99.495,-131.52,37.915,135.995,-127.145,38.34,118.01,-134.39,20.485,117.555,-134.955,57.045,137.595,-76.355,-36.33,104.62,-135.08,-42.82,119.97,-118.62,-15.465,120.06,-116.34,-32.765,102.49,-133.36,-7.98,141.035,-74.565,-11.97,146.26,-113.18,23.485,138.81,-123.345,48.685,123.44,-112,-11.09,123.9,-108.27,-27.445,122.47,-111.56,-56.72,114.535,-123.8,-51.335,93.52,-143.43,-26.395,106.215,-136.31,-15.28,140.6,-82.81,-15.305,155.285,-87.71,16.015,136.44,-127.57,15.55,94.04,-137.505,46.24,97.715,-143.545,15.72,134.715,-121.495,0.185,81.74,-130.535,37.98,45.055,-121.745,37.9,63.715,-132.52,20.315,63.515,-131.86,56.555,45.75,-74.92,-37.615,75.385,-133.88,-42.82,61.135,-115.39,-15.915,62.23,-114.875,-32.99,77.615,-132.27,-7.14,43.63,-71.335,-12.62,35.6,-106.21,21.49,42.395,-116.685,46.82,58.875,-108.58,-11.54,57.71,-107.15,-29.395,61.895,-110.945,-58.535,67.805,-122.865,-52.265,85.46,-142.94,-26.64,73.385,-135.395,-16.6,43.27,-80.7,-14.325,28.465,-84.18,15.4,45.335,-123.72,15.615,85.32,-136.27,46.28,81.685,-142.13,16.46,46.525,-117.355,0.435,89.92,-150.155,23.965,90.585,-139.045,-41.97,89.97,-141.82,36.005,89.795,-141.02,-20.175,89.855,-140.14,61.11,89.715,-137.2,-7.06,89.96,-138.5,48.56
